City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind_Speed
281,pimentel,48,BR,1537941621,79,-3.7,-45.5,78.09,4.83
282,pacific grove,90,US,1537940400,96,36.62,-121.92,54.66,2.15
283,wufeng,75,TW,1537938000,83,24.63,121.12,80.64,18.34
284,upernavik,80,GL,1537941447,100,72.79,-56.15,31.74,19.15
285,carbonia,0,IT,1537939200,68,39.17,8.53,64.4,9.17
286,tucumcari,90,US,1537941180,68,35.17,-103.73,57.02,9.17
287,saint george,75,GR,1537939200,59,39.45,22.34,62.6,17.22
288,clyde river,90,CA,1537938300,100,70.47,-68.59,28.4,35.57
289,reconquista,92,AR,1537941687,97,-29.14,-59.64,68.01,5.84
290,porto novo,40,BR,1537938000,93,-23.68,-45.44,62.6,3.36
291,fasa,0,IR,1537938000,23,28.94,53.65,77.0,2.93
292,tilichiki,92,RU,1537941627,99,60.47,166.1,43.89,7.52
293,vardo,90,US,1537939860,100,39.62,-77.74,67.32,6.93
294,morro bay,1,US,1537937760,86,35.37,-120.85,59.97,6.93
295,kutahya,40,TR,1537937400,62,39.42,29.98,51.8,12.75
296,banda aceh,24,ID,1537941629,92,5.56,95.32,83.49,2.15
297,salalah,75,OM,1537937400,74,17.01,54.1,78.8,3.36
298,constitucion,64,MX,1537941630,95,23.99,-104.67,56.67,2.71
299,saldanha,0,PT,1537941631,82,41.42,-6.55,45.87,3.6
300,tomatlan,8,MX,1537941631,90,19.93,-105.25,74.94,1.81
301,karratha,0,AU,1537941693,10,-20.74,116.85,102.39,4.61
302,tocopilla,44,CL,1537941693,100,-22.09,-70.2,54.69,0.81
303,waddan,8,LY,1537941633,93,29.16,16.14,68.01,4.38
304,norman wells,90,CA,1537938000,85,65.28,-126.83,32.0,13.87
305,aksha,20,RU,1537941634,43,50.28,113.29,64.41,13.0
306,tiksi,88,RU,1537941635,96,71.64,128.87,33.09,13.22
307,cabedelo,20,BR,1537941534,95,-6.97,-34.84,76.92,14.0
308,linqing,24,CN,1537941636,65,36.85,115.71,73.41,4.16
309,camacha,40,PT,1537939800,64,33.08,-16.33,71.6,5.82
310,lasa,20,CY,1537939800,57,34.92,32.53,74.05,8.05
311,half moon bay,90,US,1537940400,93,37.46,-122.43,60.51,3.36
312,iqaluit,20,CA,1537938000,100,63.75,-68.52,32.0,4.7
313,beringovskiy,44,RU,1537941639,94,63.05,179.32,46.41,13.78
314,dunedin,64,NZ,1537941460,72,-45.87,170.5,42.27,19.26
315,pekan,75,MY,1537938000,70,3.49,103.39,91.4,4.7
316,grindavik,75,IS,1537938000,80,63.84,-22.43,41.95,16.11
317,harda,0,IN,1537941640,73,22.34,77.09,88.44,5.39
318,skibbereen,75,IE,1537939800,93,51.55,-9.27,55.4,8.05
319,burnie,0,AU,1537941641,100,-41.05,145.91,52.17,9.08
320,hanko,92,FI,1537941703,100,59.83,22.95,52.17,30.22
321,riachao do jacuipe,80,BR,1537941642,92,-11.81,-39.39,69.45,4.72
322,zhigansk,92,RU,1537941435,96,66.77,123.37,43.44,4.61
323,dorado,40,PR,1537937760,87,18.46,-66.27,80.06,4.7
324,mount gambier,44,AU,1537941643,63,-37.83,140.78,59.64,4.27
325,hof,0,DE,1537939200,84,50.32,11.92,32.0,3.36
326,miri,0,NG,1537941645,87,10.31,9.75,68.37,2.82
327,mago,0,RU,1537941645,56,53.27,140.15,55.23,6.17
328,bambous virieux,20,MU,1537938000,57,-20.34,57.76,77.0,14.99
329,dingle,20,PH,1537941646,67,11.0,122.67,85.2,15.01
330,carnarvon,0,ZA,1537941433,69,-30.97,22.13,42.0,4.61
331,cayenne,75,GF,1537939800,100,4.94,-52.33,73.4,7.07
332,alyangula,36,AU,1537941648,81,-13.85,136.42,83.31,15.68
333,beloha,0,MG,1537941649,43,-25.17,45.06,80.52,4.94
334,aklavik,75,CA,1537938000,92,68.22,-135.01,24.8,5.82
335,srednekolymsk,0,RU,1537941711,67,67.46,153.71,39.57,3.6
336,valentin gomez farias,64,MX,1537941711,95,24.05,-104.7,56.67,2.71
337,eckernforde,75,DE,1537939200,76,54.47,9.83,51.12,18.34
338,spencer,1,US,1537940100,100,43.14,-95.14,46.06,5.82
339,mangan,88,IN,1537941651,69,27.5,88.54,51.72,1.59
340,sibiti,80,CG,1537941651,99,-3.69,13.35,70.89,3.71
341,margate,20,AU,1537939800,50,-43.03,147.26,57.2,11.41
342,holoby,0,UA,1537941653,84,51.09,25.02,40.11,9.75
343,yenangyaung,0,MM,1537941715,66,20.46,94.87,91.23,7.18
344,naples,1,US,1537937580,87,26.14,-81.79,77.97,6.93
345,adrar,0,DZ,1537938000,56,27.87,-0.29,73.4,13.87
346,imeni poliny osipenko,0,RU,1537941655,45,52.42,136.49,60.54,5.73
347,tautira,20,PF,1537939800,60,-17.73,-149.15,75.2,4.7
348,vilyuysk,64,RU,1537941760,54,63.75,121.63,54.51,3.6
349,gorontalo,0,ID,1537941659,47,0.54,123.06,87.72,5.95
350,shimoda,75,JP,1537938000,88,34.7,138.93,66.2,21.92
351,ponta delgada,40,PT,1537939800,78,37.73,-25.67,71.6,14.99
352,wellington,20,NZ,1537939800,71,-41.29,174.78,50.0,14.99
353,bloomington,90,US,1537940100,87,40.47,-88.99,60.57,16.11
354,orlik,20,RU,1537941762,56,52.51,99.83,36.87,4.61
355,mahibadhoo,92,MV,1537941762,99,3.78,72.97,83.94,12.33
356,limon,1,US,1537937700,14,39.26,-103.69,37.94,4.7
357,hambantota,32,LK,1537941763,92,6.12,81.12,83.67,13.22
358,manaus,75,BR,1537938000,83,-3.13,-59.98,79.66,5.82
359,bhatkal,36,IN,1537941764,98,13.97,74.57,82.59,8.63
360,doka,0,SD,1537941764,66,13.52,35.76,82.41,4.38
361,bilma,0,NE,1537941764,26,18.69,12.92,71.07,5.61
362,tarpon springs,1,US,1537940100,94,28.15,-82.76,80.02,9.64
363,vila franca do campo,40,PT,1537939800,78,37.72,-25.43,71.6,14.99
364,coquimbo,0,CL,1537938000,93,-29.95,-71.34,51.8,8.05
365,awbari,64,LY,1537941766,45,26.59,12.77,71.34,5.61
366,grand-santi,48,GF,1537941766,97,4.27,-54.38,74.58,1.7
367,grand gaube,20,MU,1537938000,57,-20.01,57.66,77.0,14.99
368,kudahuvadhoo,64,MV,1537941767,100,2.67,72.89,80.61,12.1
369,jhudo,0,PK,1537941767,70,24.96,69.3,86.28,11.54
370,paamiut,8,GL,1537941514,100,61.99,-49.67,37.86,15.68
371,linkuva,0,LT,1537939200,93,56.09,23.97,41.0,12.75
372,vila velha,40,BR,1537938000,78,-3.71,-38.6,78.8,16.11
373,thessalon,90,CA,1537940100,98,46.26,-83.55,51.51,13.44
374,vestmannaeyjar,92,IS,1537941769,100,63.44,-20.27,44.16,8.97
375,mountain home,1,US,1537937580,8,43.13,-115.69,53.06,2.71
376,tobolsk,0,RU,1537941770,58,58.2,68.25,63.42,10.2
377,devils lake,1,US,1537941360,82,48.11,-98.87,40.91,12.75
378,dhidhdhoo,68,MV,1537941771,100,6.88,73.1,82.32,10.98
379,bandarbeyla,80,SO,1537941771,95,9.49,50.81,77.82,18.03
380,evensk,0,RU,1537941535,100,61.92,159.24,44.52,12.44
381,samarinda,12,ID,1537941772,59,-0.5,117.14,90.78,3.83
382,swan hill,24,AU,1537941772,50,-35.34,143.56,66.57,4.5
383,kavadarci,0,MK,1537938000,52,41.43,22.01,39.2,2.24
384,tabou,88,CI,1537941773,100,4.42,-7.36,77.28,9.98
385,inuvik,75,CA,1537938000,92,68.36,-133.71,24.8,5.82
386,okhotsk,44,RU,1537941774,80,59.36,143.24,50.46,4.16
387,dunmore town,0,BS,1537941774,97,25.5,-76.65,85.11,15.9
388,skjervoy,75,NO,1537939200,93,70.03,20.97,42.8,11.41
389,alofi,88,NU,1537938000,83,-19.06,-169.92,77.0,8.05
390,kaeo,56,NZ,1537941775,65,-35.1,173.78,55.68,14.0
391,belyy yar,40,RU,1537938000,67,53.6,91.39,57.2,15.66
392,haimen,36,CN,1537941776,75,31.87,121.18,76.38,15.23
393,ginir,0,ET,1537941776,68,7.14,40.71,70.17,4.61
394,chabahar,8,IR,1537941777,94,25.29,60.65,83.31,5.73
395,casablanca,40,MA,1537939920,100,33.6,-7.62,71.6,5.82
396,egvekinot,80,RU,1537941777,98,66.32,-179.17,38.13,2.71
397,altay,0,CN,1537941778,66,47.83,88.13,46.68,0.36
398,pasni,20,PK,1537941778,92,25.26,63.48,82.32,4.94
399,kodinsk,92,RU,1537941778,93,58.6,99.18,45.33,6.96
400,russell,0,AR,1537938000,42,-33.01,-68.8,66.2,11.41
401,gerash,0,IR,1537938000,26,27.67,54.14,82.4,3.15
402,saint anthony,1,US,1537937760,14,43.97,-111.68,36.9,4.7
403,sterling,75,US,1537941060,94,39.0,-77.4,69.33,4.7
404,mattru,80,SL,1537941780,98,7.62,-11.83,74.49,2.59
405,fosforitnyy,0,RU,1537938000,80,55.33,38.9,39.2,11.18
406,lieksa,88,FI,1537941781,94,63.32,30.02,44.34,9.19
407,istok,24,PL,1537938000,67,52.66,23.48,35.6,4.47
408,niles,90,US,1537940160,87,41.83,-86.25,65.23,17.22
409,lazaro cardenas,36,MX,1537941511,39,28.39,-105.62,74.13,6.62
410,jimo,40,CN,1537938000,46,36.39,120.46,73.4,6.71
411,la palma,20,CO,1537941784,93,5.36,-74.39,64.41,0.13
412,emba,20,CY,1537939800,57,34.81,32.42,74.01,8.05
413,mayahi,0,NE,1537941784,76,13.95,7.67,73.5,5.5
414,sar-e pul,0,AF,1537941785,31,36.22,65.93,69.36,3.49
415,san juan,40,PR,1537937760,87,18.47,-66.12,81.21,4.7
416,clinton,1,US,1537941180,90,30.87,-91.02,76.68,3.36
417,kristiansund,75,NO,1537939200,87,63.12,7.73,48.4,38.03
418,kitimat,90,CA,1537938000,71,54.02,-128.69,57.2,6.93
419,fallon,1,US,1537937760,82,46.84,-105.12,39.92,8.05
420,nador,75,MA,1537939800,73,35.17,-2.93,74.93,13.87
421,nanortalik,0,GL,1537941789,97,60.14,-45.24,36.51,19.6
422,hudson bay,24,CA,1537941789,89,52.86,-102.4,30.75,3.94
423,grindu,0,RO,1537939800,93,44.77,26.91,42.8,4.7
424,caravelas,92,BR,1537941791,100,-17.73,-39.27,75.84,14.34
425,geraldton,90,CA,1537939440,100,49.72,-86.95,41.0,2.24
426,pionerskiy,92,RU,1537941792,67,61.2,62.86,61.26,10.76
427,vaitape,68,PF,1537941792,100,-16.52,-151.75,77.82,13.0
428,kieta,48,PG,1537941548,94,-6.22,155.63,80.61,14.45
429,yoichi,75,JP,1537937280,67,43.19,140.77,62.6,11.41
430,sayyan,0,YE,1537941793,23,15.17,44.32,71.07,3.6
431,eyl,0,SO,1537941794,76,7.98,49.82,80.7,17.69
432,wuchi,0,NG,1537941795,92,13.33,5.43,72.24,6.96
433,simao,44,CN,1537941795,58,22.76,100.79,82.59,2.93
434,balanacan,12,PH,1537941795,95,13.53,121.87,84.66,20.27
435,port-gentil,68,GA,1537941796,100,-0.72,8.78,76.47,7.4
436,wainwright,76,CA,1537941858,67,52.84,-110.86,46.5,8.86
437,yumen,92,CN,1537941858,39,40.29,97.04,58.92,14.23
438,bucerias,75,MX,1537937160,100,20.76,-105.33,82.4,2.24
439,francisco sa,0,BR,1537941798,65,-16.48,-43.49,66.39,11.21
440,upington,0,ZA,1537940220,62,-28.46,21.24,51.8,6.93
441,muisne,48,EC,1537941799,93,0.61,-80.02,72.15,3.94
442,pangnirtung,80,CA,1537941866,88,66.15,-65.72,31.47,5.17
443,macia,0,MZ,1537941805,61,-25.03,33.09,75.39,11.43
444,nago,75,IT,1537939200,50,45.88,10.89,53.6,6.93
445,lengshuitan,80,CN,1537941806,89,26.41,111.6,69.45,9.98
446,laguna,0,MX,1537941807,72,27.52,-110.01,76.47,2.15
447,fortuna,20,ES,1537939800,78,38.18,-1.13,72.5,5.82
448,kassala,0,SD,1537941807,47,15.45,36.38,85.74,4.27
449,bahia blanca,12,AR,1537942229,93,-38.72,-62.27,50.1,3.6
450,waitati,64,NZ,1537941808,72,-45.75,170.57,42.27,19.26
451,west plains,20,US,1537941180,87,36.73,-91.85,69.98,4.7
452,strezhevoy,0,RU,1537939800,77,60.73,77.6,62.6,11.18
453,puerto madero,75,AR,1537938000,77,-34.61,-58.36,64.98,6.93
454,teguldet,12,RU,1537941810,73,57.31,88.17,54.69,4.38
455,torbay,5,CA,1537938000,80,47.66,-52.73,35.6,8.05
456,hit,0,IQ,1537941810,16,33.64,42.83,90.6,4.61
457,volgodonsk,24,RU,1537941811,85,47.51,42.17,54.87,4.72
458,manati,0,AL,1537939200,26,41.76,19.67,59.0,9.17
459,ghanzi,68,BW,1537941812,23,-21.7,21.65,72.24,6.73
460,floro,75,NO,1537939200,87,61.6,5.03,51.13,26.4
461,lotofaga,40,WS,1537938000,74,-13.98,-171.86,82.4,10.29
462,wajima,75,JP,1537938000,72,37.4,136.9,66.2,11.41
463,tromso,40,NO,1537939200,93,69.65,18.96,37.4,13.87
464,la ronge,75,CA,1537938000,91,55.1,-105.3,39.2,8.05
465,sulangan,12,PH,1537941814,95,11.14,123.72,85.83,20.83
466,teluknaga,20,ID,1537939800,55,-6.1,106.64,91.74,10.29
467,cajola,44,GT,1537941814,80,14.93,-91.62,55.32,1.92
468,pochutla,44,MX,1537941815,100,15.74,-96.47,81.42,5.28
469,byron bay,75,AU,1537939800,64,-28.65,153.62,68.0,12.75
470,ontario,1,US,1537939200,64,34.07,-117.65,65.93,4.7
471,barguzin,92,RU,1537941816,43,53.62,109.63,58.02,2.93
472,ust-kulom,68,RU,1537941816,84,61.69,53.69,50.64,10.31
473,amethi,75,IN,1537938000,66,26.76,81.16,84.2,5.82
474,erzin,20,TR,1537939200,78,36.95,36.2,73.83,3.36
475,talnakh,80,RU,1537941822,100,69.49,88.39,37.14,7.07
476,labuhan,24,ID,1537941823,97,-2.54,115.51,79.44,2.59
477,masvingo,0,ZW,1537941823,34,-20.08,30.83,73.59,6.96
478,pitsunda,90,GE,1537939800,77,43.16,40.34,62.6,13.42
479,buritis,0,BR,1537941824,55,-15.62,-46.42,67.11,6.62
480,ostrovnoy,12,RU,1537941824,93,68.05,39.51,30.48,13.22
481,bosaso,0,SO,1537938000,70,11.28,49.18,84.2,16.11
482,prince george,75,CA,1537938000,75,53.92,-122.75,46.4,8.05
483,zhezkazgan,0,KZ,1537939800,32,47.8,67.71,66.2,13.42
484,beira,0,ES,1537939800,87,43.2,-8.36,57.42,2.71
485,sibolga,80,ID,1537941673,89,1.74,98.78,77.01,1.92
486,roald,75,NO,1537939200,93,62.58,6.12,49.46,20.8
487,tornio,90,FI,1537941000,87,61.12,27.27,45.16,13.87
488,tura,48,IN,1537941827,88,25.52,90.21,82.05,3.71
489,sabha,8,LY,1537941827,46,27.03,14.43,74.94,11.77
490,mecca,0,SA,1537941621,24,21.43,39.83,91.41,4.16
491,west bay,20,GB,1537941000,100,50.71,-2.76,35.51,2.24
492,fort portal,0,UG,1537941829,87,0.66,30.28,67.02,2.59
493,morgan city,1,US,1537940100,95,29.7,-91.21,76.48,3.36
494,debno,56,PL,1537941830,73,52.74,14.7,44.7,12.44
495,katsuura,75,JP,1537938000,94,33.93,134.5,70.68,5.82
496,santiago,90,CL,1537941600,66,-33.44,-70.65,51.8,2.24
497,sinjar,12,SY,1537941537,87,35.59,37.0,68.37,6.96
498,pavlikeni,0,BG,1537939800,93,43.24,25.31,42.8,4.16
499,corrales,20,CO,1537941831,87,5.83,-72.84,42.27,0.25
500,miandrivazo,0,MG,1537941832,41,-19.53,45.46,82.32,4.05
501,mitsamiouli,40,KM,1537938000,74,-11.38,43.28,78.8,6.93
502,borinskoye,80,RU,1537941832,83,52.46,39.37,45.87,8.41
503,ningyang,56,CN,1537941832,63,35.76,116.79,73.32,3.27
504,broome,0,GB,1537939200,76,52.47,1.45,47.59,12.75
505,daru,92,SL,1537941833,100,7.99,-10.85,70.8,3.15
506,kargopol,0,RU,1537941834,79,61.51,38.95,38.67,8.63
507,bukavu,12,CD,1537941834,76,-2.51,28.86,72.06,6.4
508,bam,0,IR,1537941835,17,29.11,58.36,82.95,6.62
509,proletariy,0,RU,1537941835,84,58.43,31.7,46.95,11.32
510,mendi,0,ET,1537941835,68,9.8,35.1,72.51,3.6
511,chirongui,75,YT,1537939800,69,-12.93,45.15,82.4,5.82
512,skelleftea,40,SE,1537939200,87,64.75,20.95,44.6,9.17
513,auki,0,NG,1537941836,94,12.18,6.51,69.9,5.84
514,nishihara,75,JP,1537938000,82,35.74,139.53,66.43,5.82
515,las cruces,0,CL,1537938000,87,-33.5,-71.62,55.96,3.36
516,svetlogorsk,40,RU,1537939800,44,53.14,59.15,60.8,13.42
517,zeya,0,RU,1537941838,42,53.74,127.27,60.54,4.94
518,lufkin,1,US,1537938900,96,31.34,-94.73,75.07,3.36
519,homer,1,US,1537937580,85,59.64,-151.54,43.9,7.74
520,sechura,8,PE,1537941839,88,-5.56,-80.82,66.48,8.3
521,tarakan,36,ID,1537941839,82,3.3,117.63,87.0,3.94
522,sorland,75,NO,1537939200,76,67.67,12.69,47.21,29.97
523,ariquemes,36,BR,1537941840,95,-9.91,-63.03,74.13,2.04
524,muros,0,ES,1537939800,63,42.77,-9.06,60.8,8.05
525,nara,75,JP,1537939380,82,34.68,135.8,69.42,5.82
526,borovoy,88,RU,1537941841,99,63.23,52.89,50.28,12.77
527,taganak,75,PH,1537938000,70,6.08,118.3,89.6,9.17
528,loandjili,56,CG,1537941842,95,-4.77,11.87,74.85,5.84
529,fowa,68,NG,1537941842,97,8.92,6.4,71.97,4.38
530,ambovombe,0,MG,1537941843,57,-25.18,46.09,80.52,6.73
531,panguipulli,80,CL,1537938000,100,-39.64,-72.33,35.6,2.24
532,padang,36,ID,1537941844,100,-0.92,100.36,79.8,4.38
533,soverato,0,IT,1537937400,36,38.69,16.55,62.6,20.8
534,talcahuano,0,CL,1537938000,87,-36.72,-73.12,50.0,8.05
535,northam,0,GB,1537941000,100,51.04,-4.21,43.93,2.24
536,gandajika,0,CD,1537941845,90,-6.75,23.95,74.85,4.61
537,bibiani,92,GH,1537941845,100,6.45,-2.31,69.81,3.6
538,alice springs,0,AU,1537939800,9,-23.7,133.88,84.2,6.93
539,muhos,92,FI,1537941000,93,64.81,26.0,46.4,12.75
540,tecoanapa,90,MX,1537937340,88,16.99,-99.26,77.0,8.05
541,nacala,92,MZ,1537941847,93,-14.56,40.69,79.17,4.38
542,haines junction,0,CA,1537941848,90,60.75,-137.51,28.59,3.38
543,khangarh,0,PK,1537941600,49,29.91,71.16,91.4,4.7
544,bom jesus,8,BR,1537941849,41,-9.08,-44.36,80.07,11.43
545,belo oriente,0,BR,1537941849,78,-19.22,-42.48,64.59,6.62
546,turbat,0,PK,1537941850,49,26.0,63.05,89.97,2.71
547,sasykoli,92,RU,1537941850,100,47.55,47.0,56.31,13.44
548,labuan,75,BN,1537939800,70,5.28,115.24,89.62,5.82
549,kysyl-syr,80,RU,1537941851,61,63.9,122.77,49.65,3.49
550,morondava,0,MG,1537941851,77,-20.3,44.28,81.69,5.28
551,casas grandes,0,MX,1537941852,65,30.15,-110.24,66.39,1.92
552,husavik,0,CA,1537941914,100,50.56,-96.99,41.01,10.2
553,tabatinga,88,BR,1537941853,72,-21.74,-48.69,71.7,8.19
554,cape coast,92,GH,1537941853,97,5.11,-1.24,73.95,3.27
555,kharp,92,RU,1537941853,97,66.82,65.8,52.62,19.26
556,huanren,0,CN,1537941854,61,41.26,125.37,62.61,1.92
557,warri,88,NG,1537941854,99,5.52,5.75,73.77,3.71
558,springdale,75,US,1537940100,90,36.19,-94.13,68.2,10.29
559,luderitz,0,NA,1537941855,92,-26.65,15.16,51.54,9.53
560,dicabisagan,56,PH,1537941855,85,17.08,122.42,86.28,5.73
561,teeli,68,RU,1537941856,66,51.01,90.2,42.54,3.15
562,colquiri,44,BO,1537941856,82,-17.42,-67.13,29.22,2.15
563,carlagan,8,PH,1537941856,87,14.97,122.05,86.73,14.9
564,martinopolis,92,BR,1537941857,80,-22.15,-51.17,69.99,8.3
